Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre
2021,Spider-Man: No Way Home,5083.954,8940,good,Action
2021,Spider-Man: No Way Home,5083.954,8940,good,Adventure
2021,Spider-Man: No Way Home,5083.954,8940,good,Science Fiction
2022,The Batman,3827.658,1151,good,Crime
2022,The Batman,3827.658,1151,good,Mystery
2022,The Batman,3827.658,1151,good,Thriller
2022,No Exit,2618.087,122,below_avg,Thriller
2021,Encanto,2402.201,5076,good,Animation
2021,Encanto,2402.201,5076,good,Comedy
2021,Encanto,2402.201,5076,good,Family
2021,Encanto,2402.201,5076,good,Fantasy
2021,The King's Man,1895.511,1793,avg,Action
2021,The King's Man,1895.511,1793,avg,Adventure
2021,The King's Man,1895.511,1793,avg,Thriller
2021,The King's Man,1895.511,1793,avg,War
2022,The Commando,1750.484,33,avg,Action
2022,The Commando,1750.484,33,avg,Crime
2022,The Commando,1750.484,33,avg,Thriller
2022,Scream,1675.161,821,avg,Horror
2022,Scream,1675.161,821,avg,Mystery
2022,Scream,1675.161,821,avg,Thriller
2022,Kimi,1601.782,206,below_avg,Thriller
2022,Fistful of Vengeance,1594.013,114,not_good,Action
2022,Fistful of Vengeance,1594.013,114,not_good,Crime
2022,Fistful of Vengeance,1594.013,114,not_good,Fantasy
2021,Eternals,1537.406,4726,good,Science Fiction
2022,Pursuit,1500.523,16,not_good,Action
2022,Pursuit,1500.523,16,not_good,Crime
2022,Pursuit,1500.523,16,not_good,Thriller
2021,My Hero Academia: World Heroes' Mission,1485.064,100,good,Animation
2021,My Hero Academia: World Heroes' Mission,1485.064,100,good,Action
2021,My Hero Academia: World Heroes' Mission,1485.064,100,good,Fantasy
2021,My Hero Academia: World Heroes' Mission,1485.064,100,good,Adventure
2022,Restless,1468.377,107,not_good,Action
2022,Restless,1468.377,107,not_good,Thriller
2022,Restless,1468.377,107,not_good,Crime
2021,Nightmare Alley,1455.144,952,avg,Crime
2021,Nightmare Alley,1455.144,952,avg,Drama
2021,Nightmare Alley,1455.144,952,avg,Thriller
2022,The Ice Age Adventures of Buck Wild,1431.307,737,avg,Animation
2022,The Ice Age Adventures of Buck Wild,1431.307,737,avg,Comedy
2022,The Ice Age Adventures of Buck Wild,1431.307,737,avg,Adventure
2022,The Ice Age Adventures of Buck Wild,1431.307,737,avg,Family
2022,Hotel Transylvania: Transformania,1373.778,288,avg,Animation
2022,Hotel Transylvania: Transformania,1373.778,288,avg,Family
2022,Hotel Transylvania: Transformania,1373.778,288,avg,Fantasy
2022,Hotel Transylvania: Transformania,1373.778,288,avg,Comedy
2022,Hotel Transylvania: Transformania,1373.778,288,avg,Adventure
2022,Texas Chainsaw Massacre,1312.79,521,not_good,Horror
2022,The Requin,1252.317,65,not_good,Thriller
2022,Looop Lapeta,1240.946,31,below_avg,Action
2022,Looop Lapeta,1240.946,31,below_avg,Comedy
2022,Looop Lapeta,1240.946,31,below_avg,Crime
2021,Red Notice,1178.544,3193,avg,Action
2021,Red Notice,1178.544,3193,avg,Comedy
2021,Red Notice,1178.544,3193,avg,Crime
2021,Red Notice,1178.544,3193,avg,Thriller
2021,Sing 2,1112.9,2172,good,Animation
2021,Sing 2,1112.9,2172,good,Comedy
2021,Sing 2,1112.9,2172,good,Family
2021,Sing 2,1112.9,2172,good,Music
2022,The Jack in the Box: Awakening,1096.79,43,not_good,Horror
2021,Venom: Let There Be Carnage,1053.615,6539,avg,Science Fiction
2021,Venom: Let There Be Carnage,1053.615,6539,avg,Action
2021,Venom: Let There Be Carnage,1053.615,6539,avg,Adventure
2021,The Matrix Resurrections,941.024,3160,avg,Science Fiction
2021,The Matrix Resurrections,941.024,3160,avg,Action
2021,The Matrix Resurrections,941.024,3160,avg,Adventure
2021,Resident Evil: Welcome to Raccoon City,881.086,1312,below_avg,Horror
2021,Resident Evil: Welcome to Raccoon City,881.086,1312,below_avg,Action
2021,Resident Evil: Welcome to Raccoon City,881.086,1312,below_avg,Science Fiction
2021,Last Man Down,869.605,318,below_avg,Action
2021,Last Man Down,869.605,318,below_avg,Thriller
2022,American Siege,867.326,49,not_good,Action
2022,American Siege,867.326,49,not_good,Thriller
2022,American Siege,867.326,49,not_good,Crime
2022,American Siege,867.326,49,not_good,Drama
2022,Uncharted,866.391,691,avg,Action
2022,Uncharted,866.391,691,avg,Adventure
2020,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,845.992,2224,good,Animation
2020,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,845.992,2224,good,Action
2020,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,845.992,2224,good,Adventure
2020,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,845.992,2224,good,Fantasy
2021,Ghostbusters: Afterlife,839.904,2225,good,Fantasy
2021,Ghostbusters: Afterlife,839.904,2225,good,Comedy
2021,Ghostbusters: Afterlife,839.904,2225,good,Adventure
2022,The 355,781.748,313,below_avg,Action
2022,The 355,781.748,313,below_avg,Thriller
2021,Shang-Chi and the Legend of the Ten Rings,769.185,5845,good,Action
2021,Shang-Chi and the Legend of the Ten Rings,769.185,5845,good,Adventure
2021,Shang-Chi and the Legend of the Ten Rings,769.185,5845,good,Fantasy
2022,Marry Me,761.793,230,avg,Romance
2022,Marry Me,761.793,230,avg,Comedy
2022,Marry Me,761.793,230,avg,Music
2022,The Hunting,761.127,10,not_good,Horror
2021,West Side Story,678.186,562,good,Drama
2021,West Side Story,678.186,562,good,Romance
2021,West Side Story,678.186,562,good,Crime
2022,Through My Window,659.105,1331,good,Romance
2022,Through My Window,659.105,1331,good,Drama
2021,The Seven Deadly Sins: Cursed by Light,647.54,312,good,Animation
2021,The Seven Deadly Sins: Cursed by Light,647.54,312,good,Fantasy
2021,One Shot,622.24,382,avg,Action
2022,Tom and Jerry: Cowboy Up!,614.11,163,avg,Animation
2022,Tom and Jerry: Cowboy Up!,614.11,163,avg,Comedy
2022,Tom and Jerry: Cowboy Up!,614.11,163,avg,Family
2022,Tom and Jerry: Cowboy Up!,614.11,163,avg,Western
2020,Chernobyl: Abyss,601.958,314,below_avg,Drama
2020,Chernobyl: Abyss,601.958,314,below_avg,History
2020,Chernobyl: Abyss,601.958,314,below_avg,Adventure
2022,Desperate Riders,590.474,10,avg,Western
2022,Desperate Riders,590.474,10,avg,Action
2021,Clifford the Big Red Dog,585.011,1100,good,Family
2021,Clifford the Big Red Dog,585.011,1100,good,Adventure
2021,Clifford the Big Red Dog,585.011,1100,good,Comedy
2021,Clifford the Big Red Dog,585.011,1100,good,Fantasy
2022,Tyler Perry's A Madea Homecoming,577.591,42,avg,Comedy
2021,The Boss Baby: Family Business,567.421,1785,good,Animation
2021,The Boss Baby: Family Business,567.421,1785,good,Comedy
2021,The Boss Baby: Family Business,567.421,1785,good,Adventure
2021,The Boss Baby: Family Business,567.421,1785,good,Family
2022,Turning Red,564.507,8,good,Animation
2022,Turning Red,564.507,8,good,Family
2022,Turning Red,564.507,8,good,Comedy
2022,Turning Red,564.507,8,good,Fantasy
2022,Brazen,553.141,211,not_good,Thriller
2022,Brazen,553.141,211,not_good,Mystery
2022,Brazen,553.141,211,not_good,Drama
2022,The House,551.65,432,avg,Animation
2022,The House,551.65,432,avg,Drama
2022,The House,551.65,432,avg,Comedy
2022,The House,551.65,432,avg,Horror
2022,Blacklight,533.903,88,not_good,Action
2022,Blacklight,533.903,88,not_good,Thriller
2021,Ron's Gone Wrong,509.277,1000,good,Animation
2021,Ron's Gone Wrong,509.277,1000,good,Science Fiction
2021,Ron's Gone Wrong,509.277,1000,good,Family
2021,Ron's Gone Wrong,509.277,1000,good,Comedy
2021,Free Guy,447.872,5158,good,Comedy
2021,Free Guy,447.872,5158,good,Action
2021,Free Guy,447.872,5158,good,Adventure
2021,Free Guy,447.872,5158,good,Science Fiction
2021,Cruella,429.613,6675,good,Comedy
2021,Cruella,429.613,6675,good,Crime
2021,The Suicide Squad,424.983,5689,good,Action
2021,The Suicide Squad,424.983,5689,good,Adventure
2021,The Suicide Squad,424.983,5689,good,Fantasy
2021,The Simpsons in Plusaversary,418.589,251,avg,Animation
2021,The Simpsons in Plusaversary,418.589,251,avg,Comedy
2021,The Simpsons in Plusaversary,418.589,251,avg,Fantasy
2022,Forgive Us Our Trespasses,409.688,27,below_avg,Drama
2022,Forgive Us Our Trespasses,409.688,27,below_avg,War
2021,Luca,408.749,5886,good,Animation
2021,Luca,408.749,5886,good,Comedy
2021,Luca,408.749,5886,good,Family
2021,Luca,408.749,5886,good,Fantasy
2021,Mortal Kombat,402.273,4447,good,Action
2021,Mortal Kombat,402.273,4447,good,Fantasy
2021,Mortal Kombat,402.273,4447,good,Adventure
2021,Zack Snyder's Justice League,398.461,7414,good,Action
2021,Zack Snyder's Justice League,398.461,7414,good,Adventure
2021,Zack Snyder's Justice League,398.461,7414,good,Fantasy
2021,Zack Snyder's Justice League,398.461,7414,good,Science Fiction
2021,Mother/Android,398.12,422,not_good,Science Fiction
2021,Mother/Android,398.12,422,not_good,Thriller
1986,Exploits of a Young Don Juan,396.948,88,not_good,Comedy
1986,Exploits of a Young Don Juan,396.948,88,not_good,Drama
2021,Dune,394.295,6237,good,Science Fiction
2021,Dune,394.295,6237,good,Adventure
2021,The Last Warrior: Root of Evil,391.957,89,avg,Fantasy
2021,The Last Warrior: Root of Evil,391.957,89,avg,Adventure
2021,The Last Warrior: Root of Evil,391.957,89,avg,Comedy
2022,The Privilege,387.924,104,not_good,Horror
2021,Queen of Spades,387.159,37,below_avg,Horror
2021,Antlers,380.88,544,below_avg,Drama
2021,Antlers,380.88,544,below_avg,Horror
2021,Antlers,380.88,544,below_avg,Mystery
2021,Dangerous,379.856,175,below_avg,Action
2021,Dangerous,379.856,175,below_avg,Thriller
2021,After We Fell,365.85,1563,good,Romance
2021,After We Fell,365.85,1563,good,Drama
2021,No Time to Die,360.164,3616,good,Adventure
2021,No Time to Die,360.164,3616,good,Action
2021,No Time to Die,360.164,3616,good,Thriller
2021,Sooryavanshi,352.368,93,not_good,Action
2021,Sooryavanshi,352.368,93,not_good,Crime
2021,Sooryavanshi,352.368,93,not_good,Thriller
2021,Finch,348.942,2075,good,Science Fiction
2021,Finch,348.942,2075,good,Drama
2021,Finch,348.942,2075,good,Adventure
2021,Two,342.661,207,not_good,Thriller
2021,Two,342.661,207,not_good,Horror
2021,PAW Patrol: The Movie,339.374,855,good,Animation
2021,PAW Patrol: The Movie,339.374,855,good,Family
2021,PAW Patrol: The Movie,339.374,855,good,Adventure
2021,PAW Patrol: The Movie,339.374,855,good,Comedy
2018,Avengers: Infinity War,338.402,24079,good,Adventure
2018,Avengers: Infinity War,338.402,24079,good,Action
2018,Avengers: Infinity War,338.402,24079,good,Science Fiction
1989,Batman,338.272,6109,good,Fantasy
1989,Batman,338.272,6109,good,Action
2021,Black Widow,337.651,7127,good,Action
2021,Black Widow,337.651,7127,good,Adventure
2021,Black Widow,337.651,7127,good,Science Fiction
2022,The Wonderful Winter of Mickey Mouse,333.354,3,not_good,Animation
2022,The Wonderful Winter of Mickey Mouse,333.354,3,not_good,Comedy
2021,F9,331.944,5092,good,Action
2021,F9,331.944,5092,good,Crime
2021,F9,331.944,5092,good,Thriller
2021,F9,331.944,5092,good,Adventure
2022,Moonfall,328.678,186,not_good,Action
2022,Moonfall,328.678,186,not_good,Adventure
2022,Moonfall,328.678,186,not_good,Science Fiction
2022,"Sex, Shame and Tears 2",325.624,5,not_good,Comedy
2022,"Sex, Shame and Tears 2",325.624,5,not_good,Drama
2021,Diary of a Wimpy Kid,324.706,189,below_avg,Animation
2021,Diary of a Wimpy Kid,324.706,189,below_avg,Comedy
2021,Diary of a Wimpy Kid,324.706,189,below_avg,Family
2022,AI Love You,317.643,16,not_good,Comedy
2022,AI Love You,317.643,16,not_good,Romance
2022,AI Love You,317.643,16,not_good,Science Fiction
2022,Erax,317.102,12,not_good,Mystery
2022,Erax,317.102,12,not_good,Family
2020,Deathstroke: Knights & Dragons - The Movie,314.388,325,avg,Animation
2020,Deathstroke: Knights & Dragons - The Movie,314.388,325,avg,Action
2020,Deathstroke: Knights & Dragons - The Movie,314.388,325,avg,Adventure
2020,Deathstroke: Knights & Dragons - The Movie,314.388,325,avg,Science Fiction
2021,The Last Duel,312.916,1848,good,Action
2021,The Last Duel,312.916,1848,good,Drama
2021,The Last Duel,312.916,1848,good,History
2022,The Pirates: The Last Royal Treasure,311.94,38,avg,Action
2022,The Pirates: The Last Royal Treasure,311.94,38,avg,Adventure
2022,The Pirates: The Last Royal Treasure,311.94,38,avg,Comedy
2022,The Pirates: The Last Royal Treasure,311.94,38,avg,History
2021,Paranormal Activity: Next of Kin,310.011,300,below_avg,Horror
2021,Paranormal Activity: Next of Kin,310.011,300,below_avg,Mystery
2021,Paranormal Activity: Next of Kin,310.011,300,below_avg,Thriller
2021,House of Gucci,308.214,1276,avg,Drama
2021,House of Gucci,308.214,1276,avg,Crime
2021,House of Gucci,308.214,1276,avg,Thriller
2021,Dark Spell,308.037,80,avg,Romance
2021,Dark Spell,308.037,80,avg,Horror
2021,Dark Spell,308.037,80,avg,Thriller
2021,Jungle Cruise,307.936,4034,good,Action
2021,Jungle Cruise,307.936,4034,good,Adventure
2021,Jungle Cruise,307.936,4034,good,Comedy
2021,Jungle Cruise,307.936,4034,good,Fantasy
2021,Godzilla vs. Kong,307.521,7681,good,Action
2021,Godzilla vs. Kong,307.521,7681,good,Fantasy
2021,Godzilla vs. Kong,307.521,7681,good,Science Fiction
2012,The Amazing Spider-Man,306.376,14564,avg,Action
2012,The Amazing Spider-Man,306.376,14564,avg,Adventure
2012,The Amazing Spider-Man,306.376,14564,avg,Fantasy
2022,Heart Shot,302.272,16,not_good,Romance
2022,Heart Shot,302.272,16,not_good,Crime
2009,Avatar,297.357,25011,good,Action
2009,Avatar,297.357,25011,good,Adventure
2009,Avatar,297.357,25011,good,Fantasy
2009,Avatar,297.357,25011,good,Science Fiction
2021,Mobile Suit Gundam Hathaway,292.604,77,good,Animation
2021,Mobile Suit Gundam Hathaway,292.604,77,good,Action
2021,Mobile Suit Gundam Hathaway,292.604,77,good,Drama
2021,Mobile Suit Gundam Hathaway,292.604,77,good,Science Fiction
2021,Army of Thieves,290.54,1167,avg,Crime
2021,Army of Thieves,290.54,1167,avg,Comedy
2022,UFO,290.481,15,not_good,Drama
2022,UFO,290.481,15,not_good,Romance
2022,The Weekend Away,290.206,119,not_good,Thriller
2022,The Weekend Away,290.206,119,not_good,Mystery
2020,The Croods: A New Age,284.798,2877,good,Animation
2020,The Croods: A New Age,284.798,2877,good,Family
2020,The Croods: A New Age,284.798,2877,good,Adventure
2020,The Croods: A New Age,284.798,2877,good,Fantasy
2020,The Croods: A New Age,284.798,2877,good,Comedy
2021,Back to the Outback,282.246,341,good,Animation
2021,Back to the Outback,282.246,341,good,Family
2021,Back to the Outback,282.246,341,good,Adventure
2021,Back to the Outback,282.246,341,good,Comedy
2021,The Tomorrow War,282.068,5182,good,Action
2021,The Tomorrow War,282.068,5182,good,Science Fiction
2021,The Tomorrow War,282.068,5182,good,Adventure
2022,Home Team,280.613,368,avg,Family
2022,Home Team,280.613,368,avg,Comedy
2021,The Fallout,279.344,130,good,Drama
2021,Raya and the Last Dragon,277.59,5048,good,Family
2021,Raya and the Last Dragon,277.59,5048,good,Fantasy
2021,Raya and the Last Dragon,277.59,5048,good,Animation
2021,Raya and the Last Dragon,277.59,5048,good,Action
2021,Raya and the Last Dragon,277.59,5048,good,Adventure
2021,Infinite,276.461,912,avg,Science Fiction
2021,Infinite,276.461,912,avg,Action
2021,Infinite,276.461,912,avg,Thriller
2021,Wrath of Man,273.622,3376,good,Action
2021,Wrath of Man,273.622,3376,good,Crime
2021,Wrath of Man,273.622,3376,good,Thriller
2021,Fortress,273.35,163,below_avg,Crime
2021,Fortress,273.35,163,below_avg,Action
2021,Fortress,273.35,163,below_avg,Thriller
2021,Space Jam: A New Legacy,271.573,2952,avg,Family
2021,Space Jam: A New Legacy,271.573,2952,avg,Animation
2021,Space Jam: A New Legacy,271.573,2952,avg,Comedy
2021,Space Jam: A New Legacy,271.573,2952,avg,Science Fiction
2022,Laura y el misterio del asesino inesperado,266.754,8,good,TV Movie
2022,Laura y el misterio del asesino inesperado,266.754,8,good,Mystery
2022,Laura y el misterio del asesino inesperado,266.754,8,good,Thriller
2022,Laura y el misterio del asesino inesperado,266.754,8,good,Comedy
2021,The Conjuring: The Devil Made Me Do It,266.614,4233,good,Horror
2021,The Conjuring: The Devil Made Me Do It,266.614,4233,good,Mystery
2021,The Conjuring: The Devil Made Me Do It,266.614,4233,good,Thriller
2005,Batman Begins,265.806,17338,good,Action
2005,Batman Begins,265.806,17338,good,Crime
2005,Batman Begins,265.806,17338,good,Drama
2022,The Royal Treatment,264.99,390,avg,Romance
2022,The Royal Treatment,264.99,390,avg,Comedy
2021,Ciao Alberto,261.672,412,good,Animation
2021,Ciao Alberto,261.672,412,good,Comedy
2021,Ciao Alberto,261.672,412,good,Family
2021,Ciao Alberto,261.672,412,good,Fantasy
2021,Gone Mom: The Disappearance of Jennifer Dulos,257.852,113,good,TV Movie
2021,Gone Mom: The Disappearance of Jennifer Dulos,257.852,113,good,Thriller
2021,Gone Mom: The Disappearance of Jennifer Dulos,257.852,113,good,Crime
2021,Ripper Untold,257.473,75,avg,Horror
2021,Meander,256.866,218,below_avg,Horror
2021,Meander,256.866,218,below_avg,Science Fiction
2021,Meander,256.866,218,below_avg,Drama
2021,Meander,256.866,218,below_avg,Thriller
2021,Zeros and Ones,256.443,117,not_good,Thriller
2021,Zeros and Ones,256.443,117,not_good,War
2021,Snake Eyes: G.I. Joe Origins,254.31,1028,avg,Action
2021,Snake Eyes: G.I. Joe Origins,254.31,1028,avg,Adventure
2021,Survive the Game,252.22,107,not_good,Action
2021,Survive the Game,252.22,107,not_good,Thriller
2021,Survive the Game,252.22,107,not_good,Crime
2021,Riverdance: The Animated Adventure,250.831,28,not_good,Animation
2021,Riverdance: The Animated Adventure,250.831,28,not_good,Fantasy
2021,Riverdance: The Animated Adventure,250.831,28,not_good,Music
2021,Riverdance: The Animated Adventure,250.831,28,not_good,Adventure
2021,Riverdance: The Animated Adventure,250.831,28,not_good,Comedy
2021,Riverdance: The Animated Adventure,250.831,28,not_good,Family
2021,Apex,249.46,402,not_good,Action
2021,Apex,249.46,402,not_good,Thriller
2021,Apex,249.46,402,not_good,Science Fiction
2022,The Tinder Swindler,246.652,455,avg,Documentary
2022,The Tinder Swindler,246.652,455,avg,Crime
2022,Love Tactics,244.573,83,avg,Romance
2022,Love Tactics,244.573,83,avg,Comedy
2021,The Addams Family 2,244.18,785,good,Animation
2021,The Addams Family 2,244.18,785,good,Adventure
2021,The Addams Family 2,244.18,785,good,Comedy
2021,The Addams Family 2,244.18,785,good,Family
2021,Dynasty Warriors,242.342,84,below_avg,Action
2021,Dynasty Warriors,242.342,84,below_avg,Adventure
2021,Dynasty Warriors,242.342,84,below_avg,Fantasy
2021,Miraculous World: Shanghai – The Legend of Ladydragon,241.638,411,good,Animation
2021,Miraculous World: Shanghai – The Legend of Ladydragon,241.638,411,good,Comedy
2021,Miraculous World: Shanghai – The Legend of Ladydragon,241.638,411,good,Family
2021,Miraculous World: Shanghai – The Legend of Ladydragon,241.638,411,good,Adventure
2020,"Miraculous World: New York, United HeroeZ",240.048,862,good,Animation
2020,"Miraculous World: New York, United HeroeZ",240.048,862,good,Family
2020,"Miraculous World: New York, United HeroeZ",240.048,862,good,Comedy
2020,"Miraculous World: New York, United HeroeZ",240.048,862,good,Adventure
2020,"Miraculous World: New York, United HeroeZ",240.048,862,good,TV Movie
2022,Surviving Paradise: A Family Tale,240.002,7,avg,Documentary
2019,My Hero Academia: Heroes Rising,239.599,890,good,Animation
2019,My Hero Academia: Heroes Rising,239.599,890,good,Action
2019,My Hero Academia: Heroes Rising,239.599,890,good,Fantasy
2019,My Hero Academia: Heroes Rising,239.599,890,good,Adventure
2021,Amina,237.262,92,below_avg,War
2021,Amina,237.262,92,below_avg,History
2021,Amina,237.262,92,below_avg,Drama
2021,Encounter,235.482,256,below_avg,Adventure
2021,Encounter,235.482,256,below_avg,Drama
2021,Son,232.494,90,below_avg,Horror
2021,Son,232.494,90,below_avg,Thriller
2020,Wonder Woman 1984,231.756,6599,avg,Action
2020,Wonder Woman 1984,231.756,6599,avg,Adventure
2020,Wonder Woman 1984,231.756,6599,avg,Fantasy
2014,The Amazing Spider-Man 2,231.441,10763,below_avg,Action
2014,The Amazing Spider-Man 2,231.441,10763,below_avg,Adventure
2014,The Amazing Spider-Man 2,231.441,10763,below_avg,Fantasy
2021,The Whole Truth,231.334,109,below_avg,Horror
2022,Catwoman: Hunted,231.061,26,below_avg,Animation
2022,Catwoman: Hunted,231.061,26,below_avg,Action
2022,Catwoman: Hunted,231.061,26,below_avg,Crime
2016,Hacksaw Ridge,230.758,10667,good,Drama
2016,Hacksaw Ridge,230.758,10667,good,History
2016,Hacksaw Ridge,230.758,10667,good,War
2021,Crazy Fist,230.547,44,good,Action
2001,Harry Potter and the Philosopher's Stone,230.0,22210,good,Adventure
2001,Harry Potter and the Philosopher's Stone,230.0,22210,good,Fantasy
2012,The Avengers,229.772,26490,good,Science Fiction
2012,The Avengers,229.772,26490,good,Action
2012,The Avengers,229.772,26490,good,Adventure
2021,Dragon Fury,229.215,34,below_avg,Horror
2021,Dragon Fury,229.215,34,below_avg,Fantasy
2021,Dragon Fury,229.215,34,below_avg,Mystery
2021,Tarumama,228.895,19,not_good,Horror
2021,Tarumama,228.895,19,not_good,Drama
2016,Doctor Strange,228.266,18471,good,Action
2016,Doctor Strange,228.266,18471,good,Adventure
2016,Doctor Strange,228.266,18471,good,Fantasy
2016,Doctor Strange,228.266,18471,good,Science Fiction
2021,Halloween Kills,227.825,1585,avg,Horror
2021,Halloween Kills,227.825,1585,avg,Thriller
2022,The Exorcism of God,226.771,7,not_good,Horror
2019,Spider-Man: Far From Home,224.034,12176,good,Action
2019,Spider-Man: Far From Home,224.034,12176,good,Adventure
2019,Spider-Man: Far From Home,224.034,12176,good,Science Fiction
2022,Harry Potter 20th Anniversary: Return to Hogwarts,222.907,1105,good,Documentary
2020,After We Collided,221.992,4481,good,Romance
2020,After We Collided,221.992,4481,good,Drama
2022,The Desperate Hour,221.838,21,not_good,Thriller
2015,Dragon Ball Z: Resurrection 'F',220.049,1361,avg,Action
2015,Dragon Ball Z: Resurrection 'F',220.049,1361,avg,Animation
2015,Dragon Ball Z: Resurrection 'F',220.049,1361,avg,Science Fiction
2021,Seal Team,220.017,126,avg,Animation
2021,Seal Team,220.017,126,avg,Family
2021,Seal Team,220.017,126,avg,Comedy
2009,Knowing,218.406,4251,below_avg,Action
2009,Knowing,218.406,4251,below_avg,Mystery
2009,Knowing,218.406,4251,below_avg,Science Fiction
2009,Knowing,218.406,4251,below_avg,Thriller
2021,Witch Hunt,217.266,145,good,Fantasy
2021,Witch Hunt,217.266,145,good,Horror
2021,Witch Hunt,217.266,145,good,Thriller
2021,Witch Hunt,217.266,145,good,Drama
2014,The Maze Runner,215.466,14398,good,Action
2014,The Maze Runner,215.466,14398,good,Mystery
2014,The Maze Runner,215.466,14398,good,Science Fiction
2014,The Maze Runner,215.466,14398,good,Thriller
2021,The Unholy,214.999,1543,avg,Horror
2019,Ashfall,212.134,357,avg,Action
2019,Ashfall,212.134,357,avg,Adventure
2019,Ashfall,212.134,357,avg,Thriller
2022,The Sky Is Everywhere,211.618,16,not_good,Drama
2022,The Sky Is Everywhere,211.618,16,not_good,Romance
2022,The Sky Is Everywhere,211.618,16,not_good,Music
2021,Time Is Up,211.613,250,below_avg,Romance
2021,Time Is Up,211.613,250,below_avg,Drama
2021,The Deep House,211.563,527,below_avg,Horror
2015,Boruto: Naruto the Movie,211.071,996,good,Animation
2015,Boruto: Naruto the Movie,211.071,996,good,Action
2015,Boruto: Naruto the Movie,211.071,996,good,Comedy
2002,Harry Potter and the Chamber of Secrets,210.837,17901,good,Adventure
2002,Harry Potter and the Chamber of Secrets,210.837,17901,good,Fantasy
2020,Sonic the Hedgehog,210.751,7559,good,Action
2020,Sonic the Hedgehog,210.751,7559,good,Science Fiction
2020,Sonic the Hedgehog,210.751,7559,good,Comedy
2020,Sonic the Hedgehog,210.751,7559,good,Family
2017,Coco,210.527,15355,good,Family
2017,Coco,210.527,15355,good,Animation
2017,Coco,210.527,15355,good,Fantasy
2017,Coco,210.527,15355,good,Music
2017,Coco,210.527,15355,good,Comedy
2017,Coco,210.527,15355,good,Adventure
2017,Ava,210.438,130,below_avg,Drama
2014,Fury,210.26,9757,good,War
2014,Fury,210.26,9757,good,Drama
2014,Fury,210.26,9757,good,Action
2021,Don't Breathe 2,209.059,1490,good,Thriller
2021,Don't Breathe 2,209.059,1490,good,Horror
2021,Matando Cabos 2: La Máscara del Máscara,209.018,70,good,Action
2021,Matando Cabos 2: La Máscara del Máscara,209.018,70,good,Comedy
2021,Matando Cabos 2: La Máscara del Máscara,209.018,70,good,Adventure
2020,Monster Hunter,208.742,2460,avg,Action
2020,Monster Hunter,208.742,2460,avg,Fantasy
2020,Monster Hunter,208.742,2460,avg,Adventure
2014,The Last: Naruto the Movie,208.37,1139,good,Action
2014,The Last: Naruto the Movie,208.37,1139,good,Romance
2014,The Last: Naruto the Movie,208.37,1139,good,Animation
2017,Spider-Man: Homecoming,207.817,18174,good,Action
2017,Spider-Man: Homecoming,207.817,18174,good,Adventure
2017,Spider-Man: Homecoming,207.817,18174,good,Science Fiction
2017,Spider-Man: Homecoming,207.817,18174,good,Drama
2022,Bigbug,207.027,176,not_good,Science Fiction
2022,Bigbug,207.027,176,not_good,Comedy
2002,Spider-Man,206.376,15336,good,Fantasy
2002,Spider-Man,206.376,15336,good,Action
2019,Avengers: Endgame,205.308,20521,good,Adventure
2019,Avengers: Endgame,205.308,20521,good,Science Fiction
2019,Avengers: Endgame,205.308,20521,good,Action
2021,Old,205.157,2288,avg,Thriller
2021,Old,205.157,2288,avg,Mystery
2021,Old,205.157,2288,avg,Horror
2011,Real Steel,203.843,6561,avg,Action
2011,Real Steel,203.843,6561,avg,Science Fiction
2011,Real Steel,203.843,6561,avg,Drama
2022,Love and Leashes,203.743,68,below_avg,Romance
2022,Love and Leashes,203.743,68,below_avg,Comedy
2019,After,203.008,6973,good,Romance
2019,After,203.008,6973,good,Drama
2021,The Forever Purge,202.704,1652,good,Horror
2021,The Forever Purge,202.704,1652,good,Action
2021,The Forever Purge,202.704,1652,good,Thriller
2022,Tall Girl 2,202.01,127,below_avg,Comedy
2022,Tall Girl 2,202.01,127,below_avg,Drama
2022,Tall Girl 2,202.01,127,below_avg,Romance
2022,Dog,200.253,32,good,Drama
2022,Dog,200.253,32,good,Comedy
2007,I Am Legend,199.248,13042,good,Drama
2007,I Am Legend,199.248,13042,good,Science Fiction
2007,I Am Legend,199.248,13042,good,Thriller
2007,Naruto Shippuden the Movie,198.011,418,good,Animation
2007,Naruto Shippuden the Movie,198.011,418,good,Action
2007,Naruto Shippuden the Movie,198.011,418,good,Fantasy
2021,Tom & Jerry,197.721,1948,avg,Comedy
2021,Tom & Jerry,197.721,1948,avg,Family
2021,Tom & Jerry,197.721,1948,avg,Animation
2022,Against the Ice,195.989,117,avg,Adventure
2022,Against the Ice,195.989,117,avg,History
2022,Against the Ice,195.989,117,avg,Drama
2021,An Egg Rescue,194.622,295,good,Animation
2021,An Egg Rescue,194.622,295,good,Comedy
2005,Harry Potter and the Goblet of Fire,193.459,16947,good,Adventure
2005,Harry Potter and the Goblet of Fire,193.459,16947,good,Fantasy
2005,Harry Potter and the Goblet of Fire,193.459,16947,good,Family
2021,Pretty Guardian Sailor Moon Eternal The Movie Part 2,192.922,102,good,Animation
